Charter number,Year and quarter,Year,Quarter ,Credit Union name,"Street 
(Mailing address)","City 
(Mailing address)",State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits,
4 quarter growth 
(%)","Total loans, 
4 quarter growth 
(%)","Total assets, 
4 quarter growth 
(%)","Members,
4 quarter growth 
(%)","Net worth, 
4 quarter growth (excludes CECL transition provision)
(%)",Unnamed: 24,NCUA internal ID (join_number)
24110,2025.3,2025,3,SAN DIEGO FIREFIGHTERS,4926 La Cuenta Drive,San Diego,CA,92124,1,3,0,3519,146287126,64436214,134660439,0.4997077483946466,7.79,47.85088662899725,8.82565420099235,-2.3111516537924537,11.292446104096342,-1.2349143979792365,6.534039041159985,,14238
24123,2025.3,2025,3,M.W.P.H. GRAND LODGE OF ILLINOIS,809 E 42ND PL,CHICAGO,IL,60653,1,3,1,254,431331,0,358337,2.3307166967061046,16.89,0.0,-27.12091228769522,-100.0,-22.66686029937769,-7.971014492753625,10.240653851975177,,14251
24131,2025.3,2025,3,UNION YES,P O BOX 1849,ORANGE,CA,92856,1,3,1,24980,94798050,41920572,86528839,1.4195767199634697,7.28,48.446936864598406,9.835142258917639,0.018545647595624715,9.918658519532176,9.063918966119445,17.197903203032507,,14259
24140,2025.3,2025,3,NORTH CAROLINA PRESS ASSOCIATION,PO BOX 27744,RALEIGH,NC,27690,1,2,1,1310,10747322,2511236,8630529,2.4176925134721157,19.37,29.097127186525878,8.305846500743419,-3.8646897295716354,9.2549608266572,-1.2810851544837965,13.2727814855643,,14268
24150,2025.3,2025,3,HEALTHCARE EMPLOYEES,"29 EMMONS DRIVE, SUITE C-40",PRINCETON,NJ,8540,1,1,0,14601,129123888,79103408,112391864,1.744738880620711,13.07,70.38179204857747,-3.487000050192113,12.426442554943563,-1.5733587411556726,0.3160425970456959,13.679423626139837,,14278
24165,2025.3,2025,3,UNIVERSITY OF KENTUCKY,1730 Alysheba Way,Lexington,KY,40509,1,2,1,110916,1586333594,1340183509,1246918729,0.7617976310025669,11.31,107.4796197884361,1.8176764201059292,1.9423554373796392,1.9002869861912242,2.2946102482753528,6.272252870418186,,14293
24167,2025.3,2025,3,NEW COMMUNITY,274 S Orange Ave,Newark,NJ,7103,1,1,1,3531,3251527,1076305,2770003,0.2300989094566664,12.67,38.85573409126272,6.203179113959711,3.087634138772577,6.619328056242346,-0.8981195621667104,1.493761421794878,,14295
24171,2025.3,2025,3,INDEPENDENT,3737 S SCATTERFIELD RD,ANDERSON,IN,46013,1,2,1,6183,89030309,58317161,78727884,1.073773349225779,11.15,74.07434067451882,0.504160700680778,-3.9872155190555314,1.4726256288690953,-4.45062586926287,9.967254356173996,,14299
24181,2025.3,2025,3,ADVANTAGE,70 Metro Park,Rochester,NY,14623,1,1,1,34576,485943803,350218880,357740334,0.5606830755329734,9.72,97.8975102091787,0.18445639974231653,3.4609166909957967,1.3482424662121906,-0.6265448065758461,7.147262280328944,,14308
24187,2025.3,2025,3,ARIZE,1145 Benner Pike,State College,PA,16801,1,1,1,11841,176617824,113976865,163917718,0.3031730184604141,7.71,69.53297446466404,14.632866769019003,7.223564628518742,14.149326531357742,3.7864843544570093,2.19838641764012,,14314
24189,2025.3,2025,3,CENTRAL NEBRASKA,609 S. LOCUST,GRAND ISLAND,NE,68801,1,3,0,1122,11763299,5413091,10247298,0.7759937346352179,10.36,52.82456897418226,-2.8838865483262532,-2.2784639653154803,-3.211593513177635,-2.941176470588236,8.45129966935308,,14316
24192,2025.3,2025,3,BEVERLY MUNICIPAL,139 Cabot St,Beverly,MA,1915,1,1,0,1875,25919719,18343410,23191841,0.4889648577485508,8.1,79.09423835736024,22.92094976483363,18.20375802608325,20.785949459386146,1.9021739130434812,4.054296436424751,,14319
24197,2025.3,2025,3,MIL-WAY,2000 ARKANSAS BLVD,TEXARKANA,AR,71854,1,2,1,12846,185497925,90287129,165487135,0.4657499191228636,10.04,54.55839754552522,10.270926076253772,-0.608266150134662,9.68114695337281,0.8003766478342778,4.522962432623446,,14324
24199,2025.3,2025,3,COMMUNITY FIRST,9637 N GREENVILLE,LAKEVIEW,MI,48850,1,1,1,13573,147995052,120486408,135284872,0.9899931548171415,7.85,89.06125734442799,12.694409807192697,2.7450213717977068,12.8848419642134,2.966165983917457,14.106130693353336,,14326
24200,2025.3,2025,3,LOGAN COUNTY SCHOOL EMPLOYEES,PO 601,Logan,WV,25601,1,1,1,406,1225625,186004,982447,0.23386152806856741,19.84,18.93272614197,-14.18170351301844,-9.983836154747038,-11.823826793757863,-2.8708133971291905,1.4078281248696842,,14327
24202,2025.3,2025,3,TELCOE,PO BOX 34200,LITTLE ROCK,AR,72203,1,2,1,22435,489338117,149487203,411317585,0.45968798439422637,20.22,36.34349914798805,3.5228547033228086,7.845254566708659,3.9132920829344275,-0.6201550387596955,2.1958695798270167,,14329
24204,2025.3,2025,3,EVERGLADES,1099 W Ventura Ave,Clewiston,FL,33440,1,2,1,5429,54406935,35119078,48681692,0.5186068686732106,10.07,72.14021649042108,-1.1338806456496764,1.2833385802863972,-0.7771188666076956,-0.40359567051917455,5.125107053372944,,14331
24212,2025.3,2025,3,SCHOOLSFIRST,P.O. BOX 11547,SANTA ANA,CA,92711,1,8,0,1526734,34407962377,21487954545,29272025434,0.7396132004971665,9.64,73.40781591437585,13.279578731092268,8.47075504675221,10.691675302688907,6.3485175136441585,7.498953258947835,,14339
24219,2025.3,2025,3,MT. AIRY BAPTIST CHURCH,1100 N Capitol St NW Fl 2,Washington,DC,20002,1,1,1,239,1039695,424735,610902,3.543926507925306,41.24,69.5258814015996,-20.123586411770777,-5.131458156972501,-9.843315478807401,0.8438818565400741,10.399845520082389,,14346
24220,2025.3,2025,3,KEMBA DELTA,"3108 N Germantown Rd, Ste 106",Bartlett,TN,38133,1,2,0,4998,30464434,9594216,21160967,2.062736324983318,28.6,45.33921346789114,3.3815709763151736,-16.14111679616982,5.167462056763039,-0.3787123779150914,8.370145216503634,,14347
24221,2025.3,2025,3,CHATTAHOOCHEE,P.O. BOX 8,VALLEY,AL,36854,1,2,1,2781,23404840,14389128,20139801,1.7198637665547603,13.97,71.44622729886953,5.779626926170711,17.87658875772582,6.323987782356744,-1.2779552715655007,13.202121514758215,,14348
24223,2025.3,2025,3,USF FEDERAL CREDIT UNION,PO Box 47989,Tampa,FL,33646,1,2,1,78350,1290083787,1118804987,1086410554,0.2741770682960779,10.62,102.98178555802211,13.486245566184873,15.067755867051225,12.78244206823096,4.642466009562729,28.9946708230794,,14350
24224,2025.3,2025,3,ROCKLAND,241 UNION ST,ROCKLAND,MA,2370,1,1,0,206717,3432092815,3054987290,2976041611,0.852342646163026,10.72,102.65270749939121,7.574208931022697,4.737865118685369,8.143344896439997,0.27309681112177575,7.87583925299696,,14351
24226,2025.3,2025,3,P.S.E. & G. NUCLEAR EMPLOYEES,P.O. BOX 232,HANCOCKS BRIDGE,NJ,8038,1,1,0,1011,10172461,4319102,8678665,0.9184388138815869,14.64,49.76689387135003,5.6446024163468556,-15.258986671312691,5.8979860931389405,-4.3519394512771985,7.082689882909405,,14353
24232,2025.3,2025,3,LOWER EAST SIDE PEOPLE'S,37 AVENUE B,NEW YORK,NY,10009,1,1,1,8882,85872068,54680980,62789966,1.688412201924006,20.85,87.08553847600427,-4.729911352492477,-3.1635946835782858,-4.18473764232693,-6.877752149297544,6.885282468633719,,14359
24234,2025.3,2025,3,OMEGA PSI PHI FRATERNITY,"568 Liberty Hill Rd, c/o Peach Stat",Toccoa,GA,30577,1,2,1,2461,5211411,2251258,4665366,1.7106619402188397,10.1,48.25469212919201,2.7673188997512366,-3.9245584813028533,2.9355349648049867,1.4009064688916384,5.276187962196385,,14361
24235,2025.3,2025,3,OPERATING ENGINEERS LOCAL UNION #3,P O BOX 5073,LIVERMORE,CA,94551,1,3,1,119249,1623150890,840308477,1383364772,0.9714305069162595,14.93,60.74381059921916,7.759812093696894,-1.582896129256528,8.537027200131742,7.471228111284356,6.603806050547919,,14362
24236,2025.3,2025,3,HUNTINGTON C & O RAILWAY EMPLOYEES,PO Box 4127,Huntington,WV,25729,1,1,1,4427,30352094,14794033,25778800,0.6652823224983658,15.04,57.38836951293311,-2.6499773720524034,-18.21630682714308,-1.6718073483509732,-8.94693541752365,5.219422748232897,,14363
24238,2025.3,2025,3,CALIFORNIA ADVENTIST,1441 E Chevy Chase Dr,Glendale,CA,91206,1,3,0,2044,47153833,28674614,38027868,0.861166013558333,18.64,75.40421145881751,8.956278433939735,-4.782319656780054,8.766035112219672,-2.9439696106362767,6.018483392027521,,14365
24239,2025.3,2025,3,SOMERSET,740 County Street,Somerset,MA,2726,1,1,0,11586,249609653,165820314,215393829,0.648535765048644,12.66,76.9847097151516,3.813840334298635,8.627613630822895,5.747374175214026,1.2850773669027094,8.64493121475106,,14366
24246,2025.3,2025,3,MT. JEZREEL,420 University Blvd E,Silver Spring,MD,20901,1,1,1,182,231642,4743,193863,1.5042862478157002,16.31,2.446573095433373,-4.41717367938389,-42.12324588163514,-2.399952809916661,-14.150943396226412,9.453586742380345,,14373
24250,2025.3,2025,3,I-C,300 BEMIS RD,FITCHBURG,MA,1420,1,1,1,36594,529725445,397679446,490989703,-0.40623459947366125,9.27,80.99547578495755,-4.461347599357723,-9.48113049503202,-12.345253657291833,1.5456336542997384,-11.696997332764292,,14377
24254,2025.3,2025,3,FIRST CITIZENS',200 Mill Rd Ste 100,FAIRHAVEN,MA,2719,1,1,0,53393,687401866,433814018,544366004,1.2910241400877593,20.07,79.69160726649639,0.48554439109200764,-16.44110175307587,0.7733248309064411,17.0026734452382,5.288457085006373,,14381
24257,2025.3,2025,3,RIVER TOWN,PO BOX 305,FORT SMITH,AR,72902,1,2,1,2392,14103832,9656056,11655843,0.2169263045077923,15.1,82.84305133485411,-22.478292498875664,-16.091944134729697,-19.66560352190554,-9.837919336600077,-0.4633405291167507,,14384
24262,2025.3,2025,3,PHI BETA SIGMA,145 Kennedy St. N. W,Washington,DC,20011,1,1,1,1807,937176,471423,822200,0.8791325941787683,12.27,57.33677937241547,11.444399112456916,-11.202884164407923,9.985823060528954,38.361408882082706,0.5729481022734231,,14389
24266,2025.3,2025,3,M.A.B.C.,2012 69TH AVE,PHILADELPHIA,PA,19138,1,1,1,132,159640,26941,123846,1.8958582454614632,22.42,21.753629507614296,-3.424881860291018,-30.24983818770226,-0.8982723621397182,-15.923566878980889,8.965265304879905,,14393
24270,2025.3,2025,3,FIRST FRONTIER,155 SHERMAN ST,LYNBROOK,NY,11563,1,1,0,125,513795,348813,428297,1.4968282241179962,16.64,81.4418499312393,0.915621885389406,-7.302819877063882,1.677758713837063,0,5.675722443329296,,14397
24274,2025.3,2025,3,GREECE COMMUNITY,1795 ENGLISH RD,ROCHESTER,NY,14616,1,1,0,1367,11904182,7516529,10487507,1.5588422119484115,12.67,71.67126563062128,7.664009262332394,-7.170729369850193,7.311822257415357,-4.204625087596359,12.367768736706072,,14401
24279,2025.3,2025,3,GFA,229 Parker St,Gardner,MA,1440,1,1,1,32918,749989559,496676245,590024312,-0.0524403661979016,9.15,84.1789456635136,11.649442523053533,24.23990284260085,9.452112471888817,-0.48671362495843473,-0.9130031626021641,,14406
24281,2025.3,2025,3,MOSAIC,31 S Carlton St,Harrisonburg,VA,22801,1,1,1,3127,8687531,6482040,7968143,-0.28347040378510296,8.15,81.34944365330793,-14.567098952104073,-14.588625942128285,-13.872850707756923,-5.671191553544497,-2.8337779632881652,,14408
24284,2025.3,2025,3,PLUMBERS & FITTERS LOCAL 675,1109 Bethel St Lowr Level,Honolulu,HI,96813,1,3,0,875,2544162,460011,2099135,1.3051288773951994,17.32,21.91431232388579,0.15630822493306606,-15.854468295270586,1.6438568510948492,0.8064516129032251,9.572058351836612,,14411
24286,2025.3,2025,3,NEBRASKA ENERGY,P.O. BOX 499,COLUMBUS,NE,68602,1,3,0,12206,318429937,278187934,256525477,1.213693205996242,18.81,108.44456357837706,-1.1429609745545188,2.7103812788380255,0.08459213130336263,-2.046384720327421,6.709891277749318,,14413
24290,2025.3,2025,3,UNIVERSITY OF PENNSYLVANIA STUDENTS,"3401 Walnut St, Frnt 431A",Philadelphia,PA,19104,1,1,1,689,4847942,130032,3965771,-0.6030043616505529,17.38,3.2788580076862734,-13.129048489100747,-51.163891204903436,-11.778076990198837,-1.0057471264367845,-5.898511157382997,,14417
24292,2025.3,2025,3,NORTHROP GRUMMAN,Box 47009,Gardena,CA,90247,1,3,0,81880,1608201763,831831043,1448458582,0.20979002236224964,9.08,57.42870754726213,4.922459013562208,-2.398427365290068,-3.957035723310409,7.4851006852372,0.1503675930149008,,14419
24299,2025.3,2025,3,MIRASTAR,"2099 Gateway Place, Suite 140",San Jose,CA,95110,1,3,1,47949,982701845,575323074,888753440,0.428286543511205,10.03,64.73370994772183,2.454721825428585,5.229467043965785,-0.08548861503274718,1.185979277016913,4.387127793806048,,14425
24304,2025.3,2025,3,BORDER,PO Box 420728,Del Rio,TX,78842,1,2,1,27647,254853028,156935046,194557077,1.6564344784920195,17.65,80.66272808981397,3.2038513989891104,7.236469400500778,4.6409936217873815,0.5235792459004518,9.857793445632414,,14430
24312,2025.3,2025,3,NORTH COUNTRY,PO BOX 64709,BURLINGTON,VT,5406,1,1,0,77144,1087987025,879468598,960840336,0.7420524642173933,9.61,91.53119046409392,6.497705676517818,9.527916070340382,7.522032337542006,5.270052673234904,6.996458477848584,,14438
24313,2025.3,2025,3,ARGENT,POST OFFICE BOX 72,CHESTERFIELD,VA,23832,1,1,1,35265,525219939,309738334,472793070,1.1298295755742407,9.22,65.51245220239798,4.8754375305789965,-4.224341503091866,6.087934020706287,0.2929298674705594,12.80309137863582,,14439
24324,2025.3,2025,3,MET TRAN,"1900 Main Street, Ste 2023",Houston,TX,77002,1,2,1,2786,11146666,6664746,9307095,0.7588515835893347,14.3,71.60930451445913,-0.5838967424708019,6.250408517701689,0.9068216576227695,6.376479572355853,4.645887105934788,,14450
24326,2025.3,2025,3,CHEVRON,2300 Clayton Rd Ste 700,Concord,CA,94520,1,3,0,139185,5039623535,4041534683,4359982481,-0.46483261635158024,12.32,92.69612207416574,4.987521376273651,0.6369692019983164,4.1711571570275385,1.1298408777156155,-0.8298334375814703,,14451
24327,2025.3,2025,3,SIOUXLAND,3000 Plaza Dr,South Sioux Cit,NE,68776,1,3,1,27441,329671966,244965196,286486334,0.9742240265635338,12.36,85.50676487067616,3.3095187342971233,9.869761435808734,3.8924077770744914,-0.49677278990499785,8.456331801987412,,14452
24358,2025.3,2025,3,ST. PAUL,1330 Conway St Ste 200,Saint Paul,MN,55106,1,3,1,14969,258706642,186795583,226877014,0.8502772347952884,12.2,82.33341038241979,3.2835406912300913,-2.4056938366113445,1.769007961314517,1.0735989196488882,6.242633464070229,,14482
24362,2025.3,2025,3,AFFINITY PLUS,175 W Lafayette Frontage Rd,Saint Paul,MN,55107,1,3,1,291157,4700879369,3635996454,4005543082,0.8188391654968538,8.43,90.77411925337519,9.002388298143238,0.28529279487023995,11.166489100936916,6.295429570703104,10.231471806662244,,14486
24373,2025.3,2025,3,LOCAL UNION 392,"1228 Central Parkway, Suite 302",Cincinnati,OH,45202,1,2,0,2733,16526380,9782714,13783265,1.6070921512958054,16.04,70.97530229593642,7.712994580928467,-13.997596996412554,8.189592303645576,0.5518763796909409,10.815974022065191,,20416
24381,2025.3,2025,3,DELTA COUNTY,100 CIRCLE DR,DELTA,CO,81416,1,3,1,4357,74431798,23216431,67377411,0.8205519883867641,9.26,34.45729162849549,-1.0840143452188422,0.2529768851137204,-0.27466344416329225,-0.7290954659375681,7.685935748068297,,19155
24382,2025.3,2025,3,CREDIT HUMAN,1703 Broadway,San Antonio,TX,78215,1,2,1,259848,4432412638,4009245727,3671956929,-0.22712355015982824,7.2,109.18553252452925,0.15383785392120153,1.9223297415175367,0.39512367443281793,3.5795717269639704,-3.4984050162425118,,14993
24384,2025.3,2025,3,NIZARI PROGRESSIVE,14090 SW Freeway Suite 260,Sugar Land,TX,77478,1,2,0,18537,470615405,317835917,405755880,1.292023667747988,8.77,78.33180803196247,19.439146621945614,12.578320091768802,14.270058565275857,2.5106453575181042,14.944734686124573,,23829
24387,2025.3,2025,3,SYRACUSE POSTAL,5640 E TAFT RD,SYRACUSE,NY,13220,1,1,0,1012,17989504,3230369,16376074,0.000832082164740462,8.28,19.726150480267737,0.43157908810058654,-3.5334958842175856,0.4496011359661045,-3.5271687321258294,0.7338282307877956,,18159
24390,2025.3,2025,3,TRUSERVICE COMMUNITY,P. O. BOX 25636,LITTLE ROCK,AR,72221,1,2,1,5282,51953871,40064853,46972281,0.4259489072591894,8.81,85.29467197899119,-2.429748935913789,-2.406698854102096,-1.0509868652543775,-1.9673348181143302,4.302104360980825,,17946
24396,2025.3,2025,3,NEIGHBORHOOD COMMUNITY,4848 S 120th St,Omaha,NE,68137,1,3,0,2006,30715957,5631074,26564602,1.2578319421640658,13.17,21.197659953648092,-2.317911368640879,-10.360208414950211,-0.8603337818659629,-3.1853281853281845,9.724794635718666,,20397
24402,2025.3,2025,3,ONENEBRASKA,PO Box 585,Columbus,NE,68602,1,3,0,8828,105523775,80874876,94124065,-1.1454377949756784,10.51,85.9236965594293,33.11294701557102,35.06179744273141,33.83659648563149,24.74212236823512,39.98395480582601,,19743
24404,2025.3,2025,3,CARO,4480 ROSEWOOD DRIVE,COLUMBIA,SC,29209,1,2,1,7137,124967832,86294568,106900391,0.4602814634330879,15.97,80.72427723861179,5.631855929505458,-4.99161858826186,-6.317730178282844,-4.623813978350933,3.797153149073988,,19930
24405,2025.3,2025,3,VERMONT,PO Box 2147,So Burlington,VT,5407,1,1,0,58570,1023338675,836224074,895589185,0.8834809044830532,10.25,93.37139036577356,6.964830943435141,6.791894901696871,4.808706150353448,5.035687385674836,10.38402492769501,,18829
24410,2025.3,2025,3,SRP,PO BOX 6730,NORTH AUGUSTA,SC,29861,1,2,1,199864,1978673502,1395000658,1680487208,1.6789224441023283,13.63,83.01167966998294,10.32852943371607,22.750037572932857,10.363426627673999,2.934602350566018,11.334571194292257,,15138
24414,2025.3,2025,3,BUILDING TRADES,12080 73RD AVE N,MAPLE GROVE,MN,55369,1,3,0,18860,233872773,130024872,207480667,0.8195930018975335,10.85,62.66842780103459,5.505156230117425,17.759945248115038,3.3007134952705464,1.8853654583760981,8.013559820309514,,15240
24421,2025.3,2025,3,LEGACY COMMUNITY,100 CORPORATE RDG STE 200,BIRMINGHAM,AL,35242,1,2,1,40222,725662471,445024575,629734242,1.017055563657867,12.7,70.66863214975056,11.487785059867473,12.634177862476248,12.676869541145797,2.5914400857011577,7.126679576746735,,14633
24422,2025.3,2025,3,UP,PO Box 736,North Little Ro,AR,72115,1,2,1,2850,32877982,15030399,25448725,3.7581711223098146,21.76,59.06150111646065,0.3735265502856633,-7.994727619592357,1.8184504002534574,-3.716216216216217,17.572608621406303,,15042
24428,2025.3,2025,3,WHITE COUNTY,508 W BEEBE CAPPS EXPY,SEARCY,AR,72143,1,2,1,2396,17636263,12224831,14496315,1.5972677750907478,16.39,84.33061091732623,-0.9796760693173701,-10.850052309318203,0.4821716314275859,12.593984962406024,9.53607026318752,,15031
24429,2025.3,2025,3,VA HOSPITAL,4300 W 7TH ST,LITTLE ROCK,AR,72205,1,2,1,1545,8668005,4868187,7704096,-1.094455100998878,10.8,63.18959421066405,-2.963273744574657,-19.807931890096285,-2.7708715249271765,-5.388854868340475,-4.2386902814136125,,17533
24430,2025.3,2025,3,FORT ROOTS,P.O. BOX 733,NORTH LITTLE RO,AR,72115,1,2,1,892,6355764,2680782,5436192,1.4221324419645207,13.93,49.31360040263478,9.3153453336001,-12.61195771652548,9.520013647431025,-0.22371364653244186,10.390975231503413,,17939
24431,2025.3,2025,3,COOPERATIVE EXTENSION SERVICE,2301 S UNIVERSITY AVE,LITTLE ROCK,AR,72204,1,2,1,733,4630335,3274676,3382191,0.264318378530995,26.0,96.82114345405094,10.921038650289837,5.352670383383318,8.1009117873998,-2.0053475935828846,0.3689606150177393,,17532
24432,2025.3,2025,3,NATURAL STATE,PO BOX 422,SEARCY,AR,72145,1,2,1,1225,8714904,5559482,7162354,1.207477160756584,16.88,77.62087715854312,1.4412959823470795,-15.284729259205642,1.27360956135667,-3.00870942201108,3.073878027163461,,17980
24433,2025.3,2025,3,ARKANSAS TEACHERS,P. O. Box 2518,LIttle Rock,AR,72203,1,2,1,615,2650683,1822300,2389000,1.2274975963057964,9.37,76.2787777312683,14.518709835762245,10.824938195772681,14.539283981206562,1.1513157894736947,15.163258116552017,,18992
24434,2025.3,2025,3,NORTH LITTLE ROCK EDUCATORS,2525 Main St,North Little Ro,AR,72114,1,2,1,283,727899,335510,600876,-0.6979720204828613,16.65,55.83681158841425,-9.655613107901884,-1.1656508585517922,-8.108643783217406,7.604562737642584,-2.5539785292107275,,17976
24435,2025.3,2025,3,U.P. EMPLOYEES,1000 W  4TH ST,NORTH LITTLE RO,AR,72114,1,2,1,919,2582776,1727428,2296836,-5.411395349976246,15.94,75.20902667843939,-3.6642090967276997,42.51259979391531,-14.106481947993165,0,-32.862873636319165,,17679
24437,2025.3,2025,3,LION,PO BOX 10580,EL DORADO,AR,71730,1,2,1,2247,17534579,12216021,14355671,0.9160748956713469,17.84,85.09543719690986,0.7496886239723555,1.3480949312101753,1.5226093702957355,-0.6631299734747964,4.710406281077271,,17388
24438,2025.3,2025,3,ALLEGACY,PO Box 26043,Winston Salem,NC,27114,1,2,1,180690,2408421062,1952112358,2049395052,0.7043516141797036,11.53,95.25310193829823,6.109055959563925,5.972114714111321,3.853996425757389,0.9841892594269153,6.307670713316763,,15178
24439,2025.3,2025,3,ARKANSAS FARM BUREAU,PO Box 31,Little Rock,AR,72203,1,2,0,520,7239724,4090335,5069249,2.227445435010031,29.81,80.68917111785197,-2.478209211576299,21.043260099774088,-1.0021047426722385,-0.7633587786259555,2.682923347766094,,17583
24443,2025.3,2025,3,PIONEER VALLEY,246 Brookdale Dr,Springfield,MA,1104,1,1,1,11491,159555515,126201888,137513851,0.47880007330169244,11.55,91.77394646594546,13.009282148752943,5.675909712154925,5.024975497707218,-0.320957668285915,3.875062237407749,,24321
24445,2025.3,2025,3,BP,13501 Katy Fwy Ste 1150,Houston,TX,77079,1,2,0,6499,123044730,111509090,105403330,-0.14705486778516694,13.93,105.79275816048697,-7.95735888230581,-2.7210312495817957,-6.7668707477374745,-3.589971814270876,-0.8756300660747477,,22968
24451,2025.3,2025,3,SPOKANE MEDIA,6103 N Astor St,Spokane,WA,99208,1,3,1,1117,17255481,11680470,15519681,0.162683127698878,9.4,75.26230726005258,-0.6897405658113587,4.453408276830451,-0.6469885821784871,-7.914262159934049,3.397889646496351,,21052
24454,2025.3,2025,3,MID-TEX,P.O. BOX 338,BROWNWOOD,TX,76804,1,2,1,3173,36584077,20682867,33236981,0.742550244964409,8.44,62.22847676809155,4.292565461139275,4.46353541060347,4.7202531875290665,-1.7951098731043058,8.739092032960743,,16866
24463,2025.3,2025,3,BRENTWOOD BAPTIST CHURCH,P.O. BOX 450206,HOUSTON,TX,77245,1,2,1,626,1386663,942204,1283967,-0.3304185908369547,7.19,73.38225982443474,4.631104758474391,15.3220239406624,3.9211086812826146,-1.2618296529968487,-4.387159906366323,,25755
24464,2025.3,2025,3,KNOXVILLE TEACHERS,711 N. HALL OF FAME DRIVE,KNOXVILLE,TN,37917,1,2,0,6645,248646715,187987998,222509714,0.4518588770757515,10.6,84.48529936989627,0.12838598661770728,5.104833837266787,0.6421812897775325,-1.4094955489614258,3.979001996486966,,23943
24465,2025.3,2025,3,GOVERNMENT EMPLOYEES,PO Box 81535,Austin,TX,78708,1,2,1,9625,182411184,106616452,166671157,0.988460992392038,10.44,63.96814777016277,1.4393824046636583,-7.041266384565626,1.083373319959069,-2.620396600566577,10.578254417501011,,22862
24470,2025.3,2025,3,EDUCATION FIRST,7025 Eastex Freeway,Beaumont,TX,77706,1,2,1,32346,590523115,366046226,550555210,-0.321295911506617,8.23,66.48674271922701,1.743198859542261,-5.152299162159291,-5.186788827800104,-0.8551724137931038,-7.873776165690385,,22708
24481,2025.3,2025,3,IRVING CITY EMPLOYEES,1408 W Pioneer Dr,Irving,TX,75061,1,2,0,5016,82072666,38701752,70627927,2.819736071523744,13.37,54.79666987819138,4.453491956253486,3.300940212202552,5.3569570181583925,1.2515139281388699,10.757867833613249,,22680
24482,2025.3,2025,3,SOUTH METRO,2573 CREDIT UNION DR,PRIOR LAKE,MN,55372,1,3,0,4913,170334144,118131163,158386031,-0.010747448770984633,9.01,74.58433187204496,0.7623099285209767,2.038828531841741,-5.308855258942236,-1.6219463356027197,-2.914441099594959,,25793
24483,2025.3,2025,3,EAST END FOOD COOPERATIVE,7516 MEADE ST,PITTSBURGH,PA,15208,1,1,1,409,1748883,892832,1586628,4.896209849641704,9.53,56.27229571140809,11.934429282760316,15.044551106529646,14.168181177244744,3.0226700251889227,47.82878576939107,,25797
24484,2025.3,2025,3,UPSTATE,123 Broadbent Way,Anderson,SC,29625,1,2,1,17175,137686825,97109751,124698445,0.7849974087023897,10.12,77.87567118419159,11.052101762931787,5.065033702365618,-4.496301156124282,5.979266938171057,8.36163921350292,,15154
24486,2025.3,2025,3,CUMBERLAND MUNICIPAL EMPLOYEES,2145 Diamond Hill Road,Cumberland,RI,2864,1,1,0,802,8399494,3491134,6591711,0.6424168689959909,20.79,52.962485764318245,-4.605490518886679,-0.5121532378902227,-2.979550437906231,-2.5516403402187082,3.160957224969134,,24119
24490,2025.3,2025,3,FIRST CAPITAL,PO Box 7746,York,PA,17404,1,1,0,21273,356597246,194598105,314120068,1.320607430190862,11.33,61.95023012665335,11.141921037588375,0.01525478769361932,11.752415031116747,2.1610718916582616,13.437800403080988,,14595
24491,2025.3,2025,3,PALMETTO FIRST,PO Box 3989,Florence,SC,29502,1,2,1,6409,62957984,40279809,50185510,1.925607071385293,20.03,80.26183055627013,8.516934870261462,7.783025639610863,8.697765800920054,1.1042751222590352,9.779310187511335,,15122
24492,2025.3,2025,3,DELTA SCHOOLS,PO BOX 2566,ANTIOCH,CA,94531,1,3,1,2991,62208348,29143513,55477143,1.4725492107283567,10.48,52.53246909272167,1.851963435391757,2.7037792584588605,3.1553541985625877,-2.6684022128213525,15.042255658200244,,18655
24495,2025.3,2025,3,APPALACHIAN COMMUNITY,201 E New St,Kingsport,TN,37660,1,2,1,12383,179494598,152555313,159055999,0.8626861373968923,10.77,95.91295767473693,5.951351026281815,2.0061323108460094,6.248350474312536,0.6093597660058458,5.2972000803334005,,23964
24501,2025.3,2025,3,WAVE,480 GREENWICH AVE,WARWICK,RI,2886,1,1,0,6886,147611559,79445910,128007594,0.5077029500662276,12.7,62.06343508026563,0.9893624905566778,-1.8401720545574873,1.1156228255164713,0.043585645793986494,3.3500569253185453,,19908
24506,2025.3,2025,3,EPISCOPAL COMMUNITY,840 Echo Park Ave,Los Angeles,CA,90026,1,3,0,1015,6238440,1807494,5615371,0.5078744090802871,8.07,32.188327360738946,3.037052722126976,1.412940839168919,4.343864217362481,-9.375,-1.7049184171042762,,26128
24508,2025.3,2025,3,DADE COUNTY,1500 NW 107th Ave,Sweetwater,FL,33172,1,2,1,109384,1473910016,1043386486,1136080563,1.4702015520519316,12.28,91.84088875218262,9.075677328556342,11.631833700778603,6.931047695725945,3.6962601317722887,12.74962043045802,,22482
24511,2025.3,2025,3,MORTON,88 washington st,taunton,MA,2780,1,1,0,1065,9813131,6099512,8635876,1.1157151359380912,11.65,70.62991640917492,7.369219900939417,20.415399242546272,7.9902115712723765,2.9980657640232167,10.43430703836941,,24283
